Name,County,Date,Start Date and Time,End Date and Time,Latitude,Longitude,Acres Burned,Duration,Maximum Temperature,Minimum Temperature,Temperature,Dew Point,Precipitation,Wind Speed,Wind Gust,Wind Direction,Cloud Cover,Relative Humidity,Solar Radiation,Solar Energy,PDSI,NDVI,Elevation,Slope
Steins Fire,El Dorado,2021-06-26,2021-06-26 13:05:41+00:00,2021-06-27 15:35:26+00:00,38.659971,-120.876096,11.0,1.1039930555555555,93.6,70.5,81.1,51.5,0.0,8.7,,173.5,0.0,37.4,434.4,26.6,-4.800000190734863,4651.0,457,3.011218309402466
Canyon Fire,Kern,2021-06-26,2021-06-26 20:47:10+00:00,2021-06-28 07:08:15+00:00,35.442533,-118.793912,220.0,1.4313078703703703,96.2,70.7,84.4,51.5,0.0,12.3,21.9,263.21,0.1,33.52,526.1,30.3,-4.520000457763672,1788.0,231,47.37963485717773
Dairy Fire,Tehama,2021-06-15,2021-06-15 18:59:10+00:00,2021-06-24 08:00:00+00:00,40.10806,-122.16025,165.0,8.54224537037037,89.1,61.0,75.4,36.8,0.0,10.3,,124.0,0.0,28.32,484.6,29.7,-6.930000305175781,2160.0,78,1.5263408422470093
4-3 Fire,Modoc,2021-06-24,2021-06-24 18:38:46+00:00,2021-06-28 12:49:19+00:00,41.562302,-120.497502,134.0,3.757326388888889,88.9,51.1,69.4,42.7,0.02,22.9,43.7,164.24,24.1,41.57,434.6,25.0,-5.100000381469727,2331.0,1466,1.23937726020813
Stowe Fire,Riverside,2021-06-28,2021-06-28 16:48:08+00:00,2021-06-29 07:34:49+00:00,33.740058,-117.050236,122.0,0.6157523148148148,102.3,63.7,79.5,58.3,0.0,24.5,21.9,202.21,2.0,53.82,503.1,27.2,-2.939999580383301,2188.0,462,3.704791784286499
Vulcan Fire,Fresno,2021-06-27,2021-06-27 17:05:33+00:00,2021-06-29 15:35:19+00:00,36.932,-119.735,140.0,1.937337962962963,105.2,76.9,91.1,59.5,0.0,16.3,29.9,274.45,17.7,37.24,386.2,25.0,-4.989999771118164,3153.0,94,1.4851137399673462
Beswick Fire,Siskiyou,2021-06-28,2021-06-28 18:14:00+00:00,2021-07-03 17:12:39+00:00,41.917209,-122.374848,118.0,4.957395833333333,105.6,66.6,87.9,44.0,0.0,22.9,35.8,134.71,19.0,23.93,526.2,32.2,-5.680000305175781,6826.0,784,5.058122634887695
Main Fire,Tulare,2021-07-03,2021-07-03 08:00:32+00:00,2021-07-04 17:39:44+00:00,36.10007,-119.017899,384.0,1.4022222222222223,100.9,70.1,85.7,54.1,0.0,10.1,,245.48,1.1,35.71,428.4,27.8,-4.710000038146973,3809.0,161,2.474539279937744
Fish Fire,Fresno,2021-07-04,2021-07-04 17:46:54+00:00,2021-07-05 17:15:45+00:00,36.802809,-119.393795,75.0,0.9783680555555555,99.9,71.1,85.0,54.4,0.0,12.3,,273.25,22.2,38.52,523.6,30.2,-5.260000228881836,2984.0,158,3.011179208755493
Shell Fire,Kern,2021-06-27,2021-06-27 13:07:06+00:00,2021-06-30 18:00:00+00:00,34.919,-118.891,1984.0,3.203402777777778,101.8,77.2,87.7,43.2,0.0,19.3,38.0,209.79,0.0,22.46,395.6,28.5,-4.279999732971191,3291.0,968,18.710325241088867
Broiler Fire,Mendocino,2021-07-07,2021-07-07 14:30:00+00:00,2021-07-09 08:20:37+00:00,39.253647,-123.224377,80.0,1.7434837962962964,99.0,53.1,75.3,45.4,0.0,11.4,15.0,274.78,0.0,43.48,478.8,27.6,-6.479999542236328,6081.0,250,17.678749084472656
Diablo Fire,Contra Costa,2021-07-11,2021-07-11 09:22:05+00:00,2021-07-11 16:22:18+00:00,37.865193,-121.667665,128.0,0.29181712962962963,92.8,61.9,75.7,49.3,0.0,15.1,29.8,290.79,0.0,42.2,448.8,25.9,-6.670000076293945,2117.0,39,4.778913497924805
Sky Fire,Butte,2021-06-27,2021-06-27 17:49:34+00:00,2021-07-09 08:02:17+00:00,40.039,-121.406,76.0,11.592164351851851,103.2,74.8,88.5,58.5,0.0,12.8,17.2,155.75,6.2,37.99,494.8,30.3,-4.970000267028809,6904.0,1850,27.64169692993164
Blue Fire,Fresno,2021-06-30,2021-06-30 16:22:00+00:00,2021-07-08 08:05:21+00:00,37.028657668133,-119.254844094822,277.0,7.655104166666667,102.4,75.9,88.4,58.7,0.0,15.0,43.6,268.75,33.7,38.84,387.9,22.3,-5.039999961853027,5009.0,1198,8.31352710723877
Willow Fire,Monterey,2021-06-18,2021-06-18 11:49:41+00:00,2021-07-11 08:24:03+00:00,36.151231,-121.558858,2877.0,22.857199074074074,72.2,55.4,63.2,52.7,0.0,14.6,,253.79,14.8,69.61,368.9,31.9,-4.5,4152.0,535,10.644460678100586
Nettle Fire,Tulare,2021-06-18,2021-06-18 10:11:21+00:00,2021-07-01 08:58:19+00:00,36.03887,-118.76857,1265.0,12.949282407407408,110.4,79.6,93.8,56.7,0.0,14.3,36.8,205.5,0.4,31.53,219.9,18.2,-4.739999771118164,3901.0,391,9.5006103515625
Peak Fire,San Bernardino,2021-06-28,2021-06-28 10:52:00+00:00,2021-07-01 09:14:18+00:00,34.20849,-117.280416,35.0,2.9321527777777776,99.6,66.2,79.3,60.0,0.0,17.3,25.3,221.38,12.6,54.95,383.3,26.2,-3.510000228881836,4869.0,859,21.61793708801269
Tumbleweed Fire,Los Angeles,2021-07-04,2021-07-04 14:49:36+00:00,2021-07-12 13:22:50+00:00,34.808751,-118.87933,868.0,7.93974537037037,89.6,70.6,79.3,32.2,0.0,19.9,31.1,240.29,0.0,18.39,502.3,28.9,-4.369999885559082,1982.0,1303,9.371167182922363
Dolicini Fire,Marin,2021-07-14,2021-07-14 15:34:10+00:00,2021-07-15 07:13:02+00:00,38.0975072,-122.7418335,35.0,0.6519907407407407,75.4,51.2,60.5,51.3,0.0,13.4,21.8,195.73,46.0,74.16,467.3,28.6,-5.970000267028809,3356.0,85,5.1879048347473145
Bradley Fire,Siskiyou,2021-07-11,2021-07-11 15:08:43+00:00,2021-07-15 15:59:36+00:00,41.25272,-121.82403,357.0,4.035335648148148,100.5,63.0,82.3,44.3,0.0,5.7,23.0,234.65,0.0,27.67,431.6,26.4,-5.649999618530273,5954.0,1215,7.160590648651123
Juniper Fire,Modoc,2021-07-05,2021-07-05 16:34:58+00:00,2021-07-15 16:09:58+00:00,41.80728,-120.638464,1011.0,9.98263888888889,95.3,50.5,75.4,38.0,0.0,18.3,25.3,218.73,0.0,31.4,406.9,26.4,-5.289999961853027,2508.0,1554,1.244104027748108
Tennant Fire,Siskiyou,2021-06-28,2021-06-28 16:07:00+00:00,2021-07-15 16:13:33+00:00,41.665191,-122.054254,10580.0,17.00454861111111,102.8,64.0,85.4,45.4,0.0,13.7,33.3,114.79,11.6,27.65,455.2,27.9,-7.369999885559082,3849.0,1474,1.854334115982056
Border 13 Fire,San Diego,2021-07-15,2021-07-15 16:02:27+00:00,,32.578481,-116.634023,30.0,,79.6,67.5,72.2,61.0,0.0,10.5,,253.35,40.8,68.56,421.3,24.3,-2.5500001907348637,2593.0,549,2.3873798847198486
Cannon Fire,Tehama,2021-07-14,2021-07-14 15:18:48+00:00,2021-07-16 18:55:38+00:00,40.1703,-122.64768,43.0,2.1505787037037036,97.9,66.1,82.3,50.6,0.0,16.8,23.0,153.71,0.4,36.89,339.9,22.0,-5.479999542236328,2990.0,436,9.497817993164062
River Fire,Mariposa,2021-07-11,2021-07-11 14:10:26+00:00,2021-07-19 18:39:33+00:00,37.350823,-119.869785,9656.0,8.186886574074075,102.0,75.0,87.7,49.7,0.0,12.1,25.9,307.04,12.8,29.53,461.5,28.2,-4.609999656677246,3283.0,422,3.883148431777954
Salt Fire,Shasta,2021-06-30,2021-06-30 14:55:56+00:00,2021-07-19 08:46:09+00:00,40.860525,-122.348956,12660.0,18.743206018518517,101.1,70.4,86.3,51.8,0.0,10.0,21.9,128.88,4.1,33.57,477.7,32.7,-5.380000114440918,6388.0,415,6.719490051269531
Fork Fire,Tehama,2021-07-17,2021-07-17 17:40:13+00:00,2021-07-20 15:36:44+00:00,39.999396,-122.55195,43.0,2.914247685185185,100.1,64.9,83.7,44.3,0.0,13.1,17.2,181.77,0.8,28.57,467.0,30.3,-6.159999847412109,2779.0,284,6.046409606933594
Quail Fire,Riverside,2021-07-20,2021-07-20 13:52:41+00:00,,33.889516,-117.070814,50.0,,96.9,67.4,82.1,48.3,0.0,14.9,20.6,227.09,1.9,31.68,531.6,28.7,-2.729999542236328,2423.0,462,2.164454936981201
Frenchtown Fire,Yuba,2021-07-20,2021-07-20 16:36:32+00:00,2021-07-22 07:22:01+00:00,39.383922,-121.24684,45.0,1.6149189814814815,95.3,72.9,82.8,45.8,0.0,11.6,20.8,147.38,0.5,28.8,535.9,28.9,-5.350000381469727,5563.0,494,6.037959575653076
Chicken Fire,Lassen,2021-07-18,2021-07-18 13:34:00+00:00,2021-07-22 09:06:48+00:00,40.86955,-120.45187,55.0,3.8144444444444443,96.2,48.7,74.3,29.8,0.0,17.4,19.7,178.55,1.1,23.41,436.9,26.7,-3.9600000381469727,1571.0,1616,2.2226874828338623
Coyote Fire,Modoc,2021-07-09,2021-07-09 16:41:27+00:00,2021-07-15 11:39:40+00:00,41.28523,-121.77593,110.0,5.790428240740741,99.9,55.7,79.1,40.5,0.0,6.9,,203.7,0.3,28.91,438.7,28.4,-6.260000228881836,7476.0,1425,14.577677726745604
Road Fire,San Diego,2021-07-10,2021-07-10 13:38:19+00:00,2021-07-17 13:12:30+00:00,32.82731,-116.6253,86.0,6.982071759259259,87.2,65.7,75.5,55.9,0.0,12.0,19.7,234.5,1.6,52.92,415.6,23.9,-2.289999961853028,3267.0,1045,7.802775859832764
Dexter Fire,Mono,2021-07-12,2021-07-12 14:04:02+00:00,2021-07-30 09:43:42+00:00,37.8024,-118.8745,2965.0,17.81921296296296,99.0,52.4,78.4,43.7,0.0,24.2,39.7,216.74,12.0,34.56,257.1,17.6,-3.779999732971192,5460.0,2690,5.920886039733887
Henry Fire,Alpine,2021-06-25,2021-06-25 19:53:41+00:00,2021-07-30 09:47:10+00:00,38.4504695,-119.7512546,1320.0,34.57880787037037,78.4,42.2,61.8,38.5,0.0,9.3,20.8,151.82,19.7,49.12,151.9,9.3,-4.640000343322754,5305.0,2743,25.63179397583008
Tobin Fire,San Luis Obispo,2021-07-31,2021-07-31 17:10:53+00:00,,35.65927,-120.560856,75.0,,95.7,59.0,74.0,49.2,0.0,19.6,26.4,237.75,2.8,49.08,482.4,27.8,-3.25,3443.0,295,1.1413774490356443
Hiding Fire,Shasta,2021-08-01,2021-08-01 00:00:00+00:00,2021-08-01 20:47:13+00:00,40.466364,-122.482826,50.0,0.8661226851851852,104.0,70.5,88.0,49.0,0.0,15.9,20.8,137.21,0.2,30.32,467.2,26.9,-6.819999694824219,3283.0,275,1.5314624309539795
Hungry Fire,Los Angeles,2021-07-31,2021-07-31 00:00:00+00:00,2021-08-01 09:36:42+00:00,34.7479248,-118.8217926,340.0,1.400486111111111,92.9,72.9,81.5,38.1,0.0,18.4,29.8,185.43,0.5,21.95,520.9,30.0,-3.75,2136.0,1006,1.854334115982056
House Fire,Shasta,2021-08-04,2021-08-04 00:00:00+00:00,2021-08-10 20:50:02+00:00,40.604986,-122.506112,60.0,6.868078703703704,100.8,65.0,83.9,37.8,0.0,12.9,20.8,191.7,0.0,22.14,363.5,19.6,-7.800000190734863,3959.0,335,11.573129653930664
Nelson Fire,Shasta,2021-08-07,2021-08-07 00:00:00+00:00,2021-08-13 08:44:38+00:00,41.034362,-121.89008,20.0,6.364328703703704,93.8,58.0,75.5,45.9,0.0,8.4,,89.63,94.7,37.06,383.9,20.7,-6.310000419616699,7384.0,685,8.636116981506348
Middle Fire,Sonoma,2021-08-13,2021-08-13 00:00:00+00:00,,38.250596,-122.727542,22.0,,73.8,55.6,63.0,55.4,0.0,13.5,25.3,252.71,45.8,78.26,392.9,21.2,-6.590000152587891,3384.0,101,4.495874404907227
Coyote Fire,Lake,2021-08-13,2021-08-13 00:00:00+00:00,2021-08-15 21:46:50+00:00,38.826123,-122.581257,127.0,2.9075231481481483,82.3,57.2,67.4,53.2,0.0,11.9,19.7,162.88,32.1,63.22,244.6,13.2,-6.090000152587891,3629.0,362,4.51814603805542
Antonio Fire,Los Angeles,2021-08-03,2021-08-03 13:02:00+00:00,2021-08-16 08:00:00+00:00,34.23604,-117.65989,50.0,12.790277777777778,100.0,72.3,84.1,44.9,0.0,16.8,19.7,202.36,4.2,26.77,446.4,27.3,-3.0299997329711914,6215.0,1289,8.606096267700195
Park Fire,Tulare,2021-07-26,2021-07-26 00:00:00+00:00,2021-07-31 08:00:00+00:00,36.199833,-118.722167,100.0,5.333333333333333,95.3,73.8,83.3,51.8,0.0,12.1,,156.04,9.5,35.65,238.6,17.2,-5.170000076293945,6963.0,1356,14.351581573486328
Peak Fire,Kern,2021-07-20,2021-07-20 11:40:00+00:00,2021-08-13 11:55:13+00:00,35.41153,-118.46461,2098.0,24.010567129629628,93.6,65.6,81.7,44.1,0.0,18.2,24.2,249.14,1.8,28.23,585.5,31.6,-4.060000419616699,2699.0,1390,28.811203002929688
Evans Fire,Plumas,2021-07-29,2021-07-29 19:14:42+00:00,2021-08-08 11:55:53+00:00,40.183504,-120.8468224,85.0,9.695266203703703,96.9,55.5,78.3,35.9,0.0,21.9,,225.71,0.0,24.71,336.8,19.4,-5.050000190734863,6918.0,1227,9.192978858947754
Robie Fire,Calaveras,2021-07-30,2021-07-30 00:00:00+00:00,2021-08-01 17:39:59+00:00,38.054116,-120.867498,153.0,2.736099537037037,100.6,69.8,85.7,51.4,0.0,12.1,,265.21,0.2,32.76,250.7,21.7,-4.279999732971191,2461.0,90,0.0
Bear Fire,Kern,2021-07-11,2021-07-11 13:29:14+00:00,2021-07-12 14:04:51+00:00,34.85178,-118.81448,71.0,1.0247337962962964,97.9,82.1,89.4,40.0,0.0,25.8,35.8,320.88,0.0,18.38,501.3,27.1,-4.329999923706055,3124.0,1104,10.127628326416016
Hambone Fire,Siskiyou,2021-08-06,2021-08-06 11:11:37+00:00,,41.68499,-121.53946,55.0,,85.9,46.9,68.1,40.2,0.0,11.8,,129.54,0.0,43.57,511.6,27.6,-6.600000381469727,2649.0,1623,10.38516330718994
Bell Fire,Mendocino,2021-08-14,2021-08-14 00:00:00+00:00,2021-08-19 19:48:14+00:00,39.834099,-123.637032,50.0,5.825162037037037,,,,,0.0,,,,,,,,-5.649999618530273,6954.0,430,25.92394256591797
Glen Fire,Yuba,2021-08-11,2021-08-11 00:00:00+00:00,2021-08-21 20:07:35+00:00,39.403918,-121.30845,184.0,10.838599537037037,101.4,72.8,86.8,50.9,0.0,8.8,,207.33,22.7,30.24,441.3,25.4,-5.050000190734863,6257.0,604,8.048077583312988
Mule Fire,Shasta,2021-08-25,2021-08-25 00:00:00+00:00,2021-08-25 20:04:50+00:00,40.616416,-122.514391,10.0,0.8366898148148149,89.0,56.3,73.3,40.9,0.0,10.0,17.2,160.91,0.0,32.91,441.4,22.2,-8.149999618530273,3563.0,456,12.79333782196045
Rock Fire,Riverside,2021-08-24,2021-08-24 13:38:00+00:00,2021-08-27 19:35:10+00:00,33.474823,-116.659688,295.0,3.2480324074074076,97.6,66.4,81.8,48.2,0.0,11.2,19.7,208.87,0.0,36.33,449.0,22.6,-2.649999618530273,3108.0,1303,6.192820549011231
Westward Fire,Riverside,2021-08-25,2021-08-25 14:17:00+00:00,2021-08-28 09:24:00+00:00,33.918089,-116.877776,160.0,2.796527777777778,99.7,68.4,83.3,43.8,0.0,15.0,26.0,225.35,10.7,27.11,278.5,15.0,-2.2200002670288086,2022.0,695,1.452082276344299
Bennett Fire,Nevada,2021-08-25,2021-08-25 15:33:00+00:00,,39.216752,-121.040771,59.0,,85.8,60.8,73.2,41.4,0.0,11.4,18.4,120.0,24.6,33.66,262.6,14.2,-5.5,4232.0,778,12.75832176208496
Roadside Fire,San Bernardino,2021-08-28,2021-08-28 11:25:00+00:00,2021-09-02 20:01:42+00:00,34.25145,-117.4546,50.0,5.358819444444444,99.6,70.8,82.4,52.5,0.0,15.2,23.0,185.0,6.7,39.7,477.3,25.8,-2.4200000762939453,2920.0,747,1.854334115982056
Lava Fire,Siskiyou,2021-06-24,2021-06-24 20:35:24+00:00,2021-09-03 06:51:30+00:00,41.459,-122.329,26409.0,70.42784722222223,89.7,49.4,71.1,43.1,0.0,6.6,33.3,86.26,6.6,41.65,377.4,23.1,-6.729999542236328,6060.0,1310,8.646459579467773
Washington Fire,Tuolumne,2021-08-26,2021-08-26 13:20:00+00:00,2021-09-01 19:34:51+00:00,37.962933,-120.402221,100.0,6.2603125,92.7,56.8,74.5,38.7,0.0,10.1,,242.58,3.9,33.66,318.4,26.4,-4.479999542236328,4551.0,471,5.450223445892334
Lassen Fire,Marin,2021-09-01,2021-09-01 14:27:00+00:00,,38.0591827,-122.6131992,44.0,,72.0,46.8,58.6,50.2,0.0,17.3,17.2,262.25,26.6,75.92,381.8,22.0,-4.979999542236328,3898.0,486,19.938270568847656
Airola Fire,Calaveras,2021-08-25,2021-08-25 14:55:00+00:00,2021-09-04 07:11:43+00:00,38.038795,-120.454797,639.0,9.678275462962963,89.6,57.3,73.0,42.5,0.0,9.2,,266.0,2.5,38.06,244.5,19.4,-5.289999961853027,3140.0,328,1.177461862564087
Lawrence Fire,Amador,2021-09-05,2021-09-05 10:40:20+00:00,2021-09-07 08:39:06+00:00,38.529123,-120.731748,46.0,1.9158101851851852,92.7,66.8,79.8,30.4,0.0,8.1,11.4,179.92,32.9,17.82,388.6,21.0,-4.369999885559082,4802.0,674,4.731647491455078
K-Rail,Humboldt,2021-08-30,2021-08-30 13:30:00+00:00,2021-09-08 16:25:07+00:00,41.03877,-123.52733,16.0,9.121608796296297,61.4,49.1,54.5,50.3,0.0,13.6,25.3,257.83,59.3,86.57,388.7,23.8,-4.550000190734863,7906.0,1063,15.368171691894531
Caballo Fire,Santa Barbara,2021-09-06,2021-09-06 14:54:06+00:00,2021-09-08 16:25:24+00:00,34.6776,-120.09009,70.0,2.0634027777777777,92.8,54.0,70.0,54.8,0.0,12.4,19.7,153.29,15.1,65.33,374.9,20.2,-3.119999885559082,3241.0,332,2.2544960975646973
Pinnacles Fire,Monterey,2021-07-28,2021-07-28 00:00:00+00:00,2021-07-31 19:21:56+00:00,36.476664,-121.224797,171.0,3.8068981481481483,74.2,54.6,61.7,53.1,0.0,18.1,28.9,218.5,32.2,75.06,484.6,27.9,-3.8999996185302734,3637.0,595,8.670624732971191
Knob Fire,Humboldt,2021-08-29,2021-08-29 08:00:00+00:00,2021-09-13 07:00:00+00:00,40.8652,-123.6744,2421.0,14.958333333333334,61.3,48.0,53.9,50.7,0.0,12.5,,192.43,68.4,89.64,422.2,24.3,-4.5,8838.0,881,30.271175384521484
Chaparral Fire,"Riverside, San Diego",2021-08-28,2021-08-28 12:40:00+00:00,2021-09-01 07:02:27+00:00,33.484721,-117.39309,1427.0,3.7655902777777777,85.7,61.9,71.6,58.1,0.0,11.4,17.2,149.5,16.0,64.19,416.1,24.0,-2.609999656677246,5187.0,620,17.96977996826172
Pomo Fire,Lake,2021-06-17,2021-06-17 16:45:06+00:00,2021-06-17 10:40:44+00:00,39.16338,-122.916,42.0,-0.2530324074074074,103.8,55.8,79.7,47.3,0.0,17.3,16.1,159.13,0.1,38.51,559.9,34.3,-5.909999847412109,6958.0,407,2.5642354488372803
Bridge Fire,Placer,2021-09-05,2021-09-05 12:53:14+00:00,2021-09-14 18:20:39+00:00,38.921239,-121.036613,411.0,9.227372685185186,94.9,68.8,79.8,32.8,0.0,8.0,11.4,154.29,5.6,19.79,258.8,21.4,-4.170000076293945,4977.0,221,41.717716217041016
Cache Fire,Lake,2021-08-18,2021-08-18 12:34:00+00:00,2021-08-23 07:00:00+00:00,38.928133,-122.601395,83.0,4.768055555555556,81.0,52.9,66.2,49.2,0.0,9.9,,132.5,72.0,57.03,473.0,25.5,-6.909999847412109,3810.0,443,4.0225372314453125
Childrens Fire,Madera,2021-09-19,2021-09-19 11:40:00+00:00,2021-09-19 18:53:21+00:00,36.89365,-119.792528,42.0,0.3009375,84.3,60.1,71.3,52.7,0.0,16.4,27.6,307.25,30.8,56.08,441.1,20.6,-3.920000076293945,2955.0,109,0.9274099469184875
Walkers Fire,Tulare,2021-08-16,2021-08-16 16:05:54+00:00,2021-09-17 17:45:50+00:00,36.268,-118.555,8777.0,32.069398148148146,103.0,74.9,88.3,62.5,0.0,9.5,,201.46,0.0,44.56,369.3,21.3,-4.279999732971191,4000.0,2263,26.70339584350586
Route Fire,Los Angeles,2021-09-11,2021-09-11 16:06:47+00:00,2021-09-17 14:00:00+00:00,34.569383,-118.688821,464.0,5.911956018518518,93.0,69.2,79.5,45.0,0.0,16.7,29.8,252.67,1.5,31.21,480.6,24.2,-3.369999885559082,2666.0,778,5.659314632415772
Hopkins Fire,Mendocino,2021-09-12,2021-09-12 14:15:09+00:00,2021-09-20 17:09:58+00:00,39.232362,-123.202039,257.0,8.121400462962963,97.1,56.9,75.5,44.7,0.0,17.1,20.8,195.96,0.0,37.99,455.4,23.0,-8.520000457763672,4553.0,205,1.854334115982056
Fremont Fire,"Napa, Sonoma",2021-09-22,2021-09-22 14:25:00+00:00,2021-09-23 07:09:40+00:00,38.269863,-122.416983,116.0,0.6976851851851852,85.1,52.8,66.2,54.0,0.0,13.0,19.7,232.0,19.0,69.49,427.7,21.6,-6.090000152587891,3451.0,23,1.1811935901641846
University Fire,San Bernardino,2021-09-22,2021-09-22 11:27:08+00:00,2021-09-23 19:00:00+00:00,34.164501,-117.333215,71.0,1.3144907407407407,99.7,71.0,83.7,50.0,0.0,16.7,26.5,163.09,10.6,32.98,436.1,20.4,-2.380000114440918,2214.0,444,3.3589391708374023
Beckwourth Complex,Plumas,2021-07-04,2021-07-04 09:26:06+00:00,2021-09-22 08:37:37+00:00,39.83203,-120.3415,105670.0,79.96633101851852,87.7,64.2,76.0,45.6,0.02,17.6,25.3,265.71,38.6,38.11,308.4,18.9,-5.810000419616699,2606.0,1495,0.9274099469184875
Fawn Fire,Shasta,2021-09-22,2021-09-22 16:45:00+00:00,2021-10-02 18:53:52+00:00,40.729811,-122.320243,8578.0,10.089490740740741,92.2,59.2,75.4,42.6,0.0,10.7,,194.46,0.1,33.81,329.3,15.4,-4.779999732971191,5706.0,299,9.697775840759276
Emigrant Fire,Los Angeles,2021-09-17,2021-09-17 13:34:00+00:00,,34.665169,-118.760816,,,80.4,61.5,69.5,24.4,0.0,19.6,25.3,169.61,4.1,20.07,371.5,22.7,-3.890000343322754,1939.0,852,16.047327041625977
Maxwell Fire,Trinity,2021-10-05,2021-10-05 15:34:31+00:00,2021-10-11 18:35:31+00:00,40.649917,-123.02375,80.0,6.125694444444444,78.6,48.1,63.1,32.4,0.0,15.0,20.8,166.13,6.6,35.46,346.2,16.2,-4.270000457763672,7245.0,753,10.370237350463867
Kettle Fire,Kings,2021-10-11,2021-10-11 18:43:59+00:00,2021-10-12 07:46:08+00:00,35.983649,-119.960099,447.0,0.5431597222222222,68.6,48.1,59.5,31.7,0.0,32.0,44.1,292.83,41.3,39.94,377.1,17.6,-2.510000228881836,1969.0,119,4.414613246917725
View Fire ,Tehama,2021-10-11,2021-10-11 14:35:42+00:00,2021-10-12 16:48:30+00:00,40.287225,-122.436754,24.0,1.0922222222222222,66.4,52.3,59.7,22.7,0.0,24.0,34.4,303.96,1.4,25.21,315.4,14.8,-4.670000076293945,4875.0,235,6.89936637878418
Newell Fire,Napa,2021-10-11,2021-10-11 20:02:23+00:00,2021-10-12 18:16:30+00:00,38.170366,-122.241128,132.0,0.9264699074074074,71.9,44.0,59.7,25.8,0.0,25.8,38.7,266.92,0.0,33.85,411.7,17.8,-5.439999580383301,3470.0,31,5.113761901855469
Gravel Fire,Modoc,2021-10-15,2021-10-15 15:15:00+00:00,2021-10-16 19:25:23+00:00,41.862388,-120.358206,200.0,1.1738773148148147,69.0,18.6,41.2,18.7,0.0,8.4,,171.46,0.0,47.45,313.0,27.0,-4.529999732971191,3298.0,1436,1.552423119544983
Aruba Fire,San Diego,2021-09-05,2021-09-05 15:50:14+00:00,2021-09-09 16:46:17+00:00,33.380079,-117.111157,54.0,4.0389236111111115,93.0,67.5,79.0,50.6,0.0,8.8,21.9,163.42,2.2,40.97,474.9,23.9,-2.0699996948242188,4262.0,311,3.86678147315979
Estrada Fire,Santa Cruz,2021-10-15,2021-10-15 14:40:39+00:00,,37.013464,-121.752106,148.0,,86.9,46.7,64.0,33.2,0.0,8.8,17.2,218.17,0.0,37.6,312.7,14.6,-3.510000228881836,5424.0,256,6.935219764709473
Hollow Fire,San Joaquin,2021-10-24,2021-10-24 13:40:00+00:00,2021-10-24 16:38:08+00:00,37.62879,-121.52692,150.0,0.1237037037037037,63.5,56.6,60.0,56.1,2.55,24.4,40.0,187.71,99.8,87.14,105.2,6.1,-4.720000267028809,2175.0,181,4.771973609924316
Tamarack Fire,Alpine,2021-07-04,2021-07-04 11:57:58+00:00,2021-10-25 22:16:49+00:00,38.6280042,-119.8591887,68637.0,113.42975694444445,84.0,55.4,69.7,46.2,0.07,10.9,23.0,209.57,13.4,49.12,520.7,30.0,-4.430000305175781,4336.0,2324,3.675456285476685
Windy Fire,Tulare,2021-09-09,2021-09-09 12:00:00+00:00,2021-11-11 12:02:02+00:00,36.058,-118.625,,63.001412037037035,105.9,72.8,89.5,55.3,0.0,12.9,21.9,188.79,6.4,33.18,187.5,12.8,-4.539999961853027,7023.0,1637,32.908817291259766
French Fire,Kern,2021-08-18,2021-08-18 18:20:00+00:00,2021-10-20 12:02:29+00:00,35.674926,-118.501515,,62.73783564814815,85.2,67.9,75.3,46.1,0.0,15.7,27.7,294.04,1.6,36.37,514.9,27.8,-4.199999809265137,2698.0,1168,5.980770587921143
Alisal Fire,Santa Barbara,2021-10-11,2021-10-11 14:30:12+00:00,2021-11-20 08:34:41+00:00,34.553,-120.136,16970.0,39.753113425925925,70.1,50.4,56.9,43.2,0.0,25.7,41.2,316.58,34.7,66.2,349.7,18.9,-2.619999885559082,4868.0,183,5.279648303985596
KNP Complex,Tulare,2021-09-10,2021-09-10 07:00:00+00:00,2021-12-21 10:20:54+00:00,36.567,-118.811,,102.13951388888889,97.9,72.5,85.8,54.6,0.0,10.4,,262.17,2.3,36.23,289.2,18.7,-4.479999542236328,7122.0,1724,26.84905815124512
R-1 Fire,Lassen,2021-06-30,2021-06-30 20:49:00+00:00,,40.74,-120.24,,,96.9,60.9,83.1,36.1,0.0,18.3,,246.19,0.0,20.33,481.5,29.5,-3.2200002670288086,3159.0,2261,13.648222923278809
Colorado Fire,Monterey,2022-01-21,2022-01-21 17:19:00+00:00,,36.396461,-121.880533,687.0,,70.0,44.8,56.1,36.3,0.0,10.1,,120.04,0.6,53.65,288.3,12.5,-1.8500003814697263,8105.0,202,10.614075660705566
Emerald Fire ,Orange,2022-02-10,2022-02-10 04:00:00+00:00,,33.558085,-117.805666,154.0,,89.3,64.1,77.5,29.8,0.0,21.4,40.3,128.83,0.0,18.68,211.4,16.0,-1.6800003051757812,5993.0,113,29.266277313232425
Airport Fire,Inyo,2022-02-16,2022-02-16 16:06:41+00:00,2022-02-26 08:24:14+00:00,37.369355,-118.371813,4136.0,9.678854166666667,60.2,32.0,43.8,18.9,0.0,33.3,50.8,202.13,3.2,39.03,204.3,14.7,1.6499996185302734,1666.0,1256,3.883234739303589
Alpine Fire ,Sonoma,2022-03-01,2022-03-01 17:15:00+00:00,2022-03-06 19:31:38+00:00,38.46234,-123.015106,21.0,5.094884259259259,65.6,40.4,51.8,43.5,0.0,8.1,15.0,192.27,18.8,75.92,341.0,14.7,3.700000762939453,8179.0,139,18.40115737915039
